Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2014,110714,University of California-Santa Cruz,1,Main Campus,17866,4,306,322
2015,110635,University of California-Berkeley,1,Main Campus,38189,3,67,10
2015,110635,University of California-Berkeley,3,University of California Washington Academic Cente,38189,0,0,5
2015,110644,University of California-Davis,1,Main Campus,35186,0,23,15
2015,110644,University of California-Davis,2,UC Davis Medical Center,35186,0,0,0
2015,110398,University of California-Hastings College of Law,1,Main Campus,950,0,0,0
2015,110653,University of California-Irvine,1,UCI Main Campus,30836,1,43,410
2015,110653,University of California-Irvine,2,UCI Medical Center,30836,0,0,0
2015,110662,University of California-Los Angeles,1,UCLA,41908,0,89,406
2015,445188,University of California-Merced,1,Main Campus,6685,0,37,25
2015,110671,University of California-Riverside,1,Main Campus,21385,3,8,82
2015,110680,University of California-San Diego,1,Main Campus,32906,2,294,1348
2015,110699,University of California-San Francisco,1,Main Campus - Parnassus,3107,0,0,0
2015,110699,University of California-San Francisco,2,Mission Bay,3107,0,0,0
2015,110699,University of California-San Francisco,3,Mount Zion,3107,0,0,0
2015,110699,University of California-San Francisco,4,UCSF Benioff Children's Hospital - Oakland,3107,0,0,0
2015,110705,University of California-Santa Barbara,1,Main Campus,23497,0,203,412
2015,110714,University of California-Santa Cruz,1,Main Campus,17868,13,1035,1118
